,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Gekko,0.96,14.3,14.9,5.2,51.5%,2.1%,191,"4,992"
1,Phoenix,1.11,17.4,15.7,4.3,51.0%,1.6%,236,"3,910"
2,Sage,0.97,14.4,15,6.7,50.8%,2.2%,196,"5,146"
3,Deadlock,1.04,15.7,15,4.3,50.5%,1.2%,207,"2,974"
4,Fade,0.99,14.8,15,6.7,50.5%,1.7%,200,"4,125"
5,Brimstone,0.99,14.8,15,9.4,50.1%,14.7%,205,"35,140"
6,Raze,1.04,16.8,16.2,4.3,49.8%,13.8%,237,"32,978"
7,Cypher,1.01,14.8,14.6,4.5,49.7%,12.1%,195,"28,929"
8,Reyna,1.13,17.7,15.7,4,49.5%,10.1%,239,"24,147"
9,Jett,1.08,17.4,16.1,3.1,49.3%,12.3%,235,"29,248"
10,Killjoy,0.98,14.3,14.5,3.3,49.1%,0.8%,196,"1,802"
11,Sova,1.02,15,14.8,5.7,49.0%,2.9%,206,"6,917"
12,Skye,0.96,14.5,15,7.2,48.6%,10.6%,194,"25,241"
13,KAY/O,0.94,14.4,15.4,9.7,48.5%,0.4%,204,"1,006"
14,Yoru,1.05,16.7,16,4.2,48.5%,2.3%,226,"5,455"
15,Viper,1.06,15.9,15,5.3,48.4%,1.2%,215,"2,976"
16,Breach,0.95,14.5,15.4,7.4,47.7%,0.7%,196,"1,748"
17,Chamber,1.09,16.4,15,2.6,47.3%,4.6%,215,"10,965"
18,Astra,1.02,15.3,14.9,7.1,47.1%,0.9%,205,"2,051"
19,Iso,1.05,16.8,16,3.8,47.0%,0.5%,231,"1,268"
20,Omen,0.99,15,15.2,7,46.0%,2.6%,203,"6,216"
21,Neon,1.01,16.6,16.5,4.2,45.8%,0.3%,227,814
22,Harbor,0.85,13.4,15.7,6.2,36.8%,0.1%,181,234
