,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,1.09,16.3,14.9,4.6,54.6%,1.4%,214,"1,326"
1,Sage,1,14.7,14.7,6.5,53.0%,1.4%,200,"1,257"
2,Yoru,1.07,17.1,15.9,4.3,52.8%,2.2%,230,"2,074"
3,Fade,1.01,15,14.9,6.6,52.6%,1.8%,201,"1,626"
4,Phoenix,1.1,17.1,15.5,4.4,52.4%,1.2%,234,"1,138"
5,Jett,1.12,17.8,16,3.1,51.5%,11.8%,240,"10,897"
6,Sova,1.04,15.3,14.7,5.7,50.8%,2.7%,208,"2,478"
7,Brimstone,1,14.8,14.9,9.5,50.8%,16.3%,206,"15,102"
8,Gekko,0.97,14.4,14.8,5.1,50.7%,2.7%,191,"2,511"
9,Reyna,1.13,17.6,15.6,4,50.5%,9.7%,238,"8,986"
10,Raze,1.06,17.2,16.2,4.2,50.3%,15.1%,239,"13,937"
11,Viper,1.08,16,14.8,5.5,50.0%,2.2%,217,"1,993"
12,Neon,0.96,15.6,16.2,4.5,49.8%,0.3%,217,243
13,Cypher,1.03,14.9,14.5,4.4,49.7%,13.1%,197,"12,097"
14,Iso,1.08,17.1,15.9,4.4,49.6%,0.4%,235,389
15,Skye,0.96,14.4,15,7.2,49.5%,10.7%,192,"9,880"
16,Chamber,1.11,16.6,15,2.4,49.1%,4.0%,218,"3,720"
17,Astra,1.03,15.6,15.1,7.2,47.6%,0.6%,207,590
18,Omen,1.01,15.4,15.2,7.2,47.4%,1.3%,208,"1,195"
19,Killjoy,1.02,15.1,14.8,3.1,47.1%,0.4%,205,344
20,Breach,0.93,14.3,15.3,8.1,45.9%,0.5%,193,431
21,KAY/O,0.92,14.3,15.5,10.1,43.8%,0.3%,201,240
22,Harbor,0.75,10.8,14.3,5.4,40.0%,0.0%,153,15
