,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Cypher,0.86,12,14,4.7,50.5%,6.1%,173,"43,464"
1,Killjoy,0.83,11.5,14,3.8,50.4%,3.4%,173,"24,090"
2,Brimstone,0.84,12.2,14.4,6,50.2%,4.4%,181,"31,369"
3,Sage,0.75,10.8,14.4,5.8,50.2%,12.1%,159,"87,003"
4,Skye,0.77,11.3,14.6,6.3,49.9%,5.2%,168,"37,587"
5,Deadlock,0.83,12,14.5,4,49.6%,2.1%,174,"14,794"
6,Raze,0.89,13.3,15,4.4,49.6%,6.4%,201,"45,870"
7,Gekko,0.76,11.3,14.8,4.5,49.3%,5.6%,166,"39,865"
8,Fade,0.76,11.2,14.8,5.7,49.0%,3.3%,167,"23,465"
9,Reyna,0.97,14.4,14.8,4.3,48.9%,10.6%,211,"76,374"
10,Omen,0.85,12.5,14.7,4.5,48.7%,7.5%,181,"54,056"
11,Viper,0.81,11.7,14.5,4.5,48.6%,2.8%,174,"20,425"
12,Jett,0.91,13.5,14.9,3.6,48.5%,4.8%,198,"34,692"
13,Breach,0.82,12.2,14.9,4.9,48.5%,1.3%,180,"9,680"
14,Astra,0.88,12.3,14,4.6,48.4%,0.5%,180,"3,548"
15,Phoenix,0.9,13.2,14.7,4.1,48.4%,4.3%,195,"31,060"
16,Chamber,0.89,12.8,14.4,3.5,48.3%,2.2%,184,"15,789"
17,Neon,0.84,12.8,15.2,3.9,48.1%,3.7%,189,"26,312"
18,Harbor,0.76,11.3,14.9,4.7,47.6%,0.8%,166,"5,956"
19,Sova,0.79,11.6,14.6,4.5,47.6%,3.6%,172,"25,989"
20,Iso,0.84,12.9,15.4,4,47.3%,2.3%,191,"16,348"
21,KAY/O,0.74,11.2,15.1,7.1,46.8%,2.3%,169,"16,178"
22,Yoru,0.84,12.5,15,3.9,46.4%,4.6%,183,"33,216"
