,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.96,14,14.5,7.2,51.2%,7.1%,202,"216,352"
1,Reyna,1.16,17.4,15,4.3,50.7%,12.1%,247,"368,602"
2,Gekko,0.9,13.3,14.8,4.8,50.5%,4.0%,189,"122,217"
3,Cypher,0.98,13.8,14.1,4.8,50.4%,8.3%,192,"253,343"
4,Phoenix,1.08,16.1,15,4.3,50.3%,3.5%,232,"106,778"
5,Killjoy,0.95,13.5,14.1,3.8,50.2%,3.6%,194,"111,072"
6,Sage,0.88,12.9,14.6,6.5,50.1%,9.1%,185,"276,991"
7,Raze,1.03,15.9,15.4,4.6,49.9%,7.4%,233,"227,444"
8,Deadlock,0.96,14.1,14.7,4.3,49.9%,1.8%,198,"53,665"
9,Jett,1.07,16.4,15.3,3.6,49.5%,5.9%,233,"179,025"
10,Skye,0.91,13.4,14.8,6.8,49.4%,6.3%,192,"191,516"
11,Viper,0.96,13.9,14.5,5,49.3%,2.5%,199,"75,235"
12,Fade,0.9,13.4,14.8,6,49.2%,2.4%,192,"74,567"
13,Astra,1.01,14.5,14.4,5.3,49.2%,0.9%,203,"26,032"
14,Sova,0.95,13.8,14.5,5.1,48.9%,3.0%,199,"90,809"
15,Omen,0.97,14.4,14.9,5.3,48.7%,8.1%,204,"249,016"
16,Chamber,1.06,15.3,14.4,3.3,48.6%,3.2%,213,"97,186"
17,Breach,0.92,14,15.2,5.4,48.3%,1.9%,200,"58,392"
18,Neon,0.98,15.5,15.8,4.1,47.6%,2.2%,223,"66,434"
19,Iso,0.99,15.5,15.6,4.1,47.0%,1.9%,224,"58,385"
20,Yoru,0.98,15,15.3,4.1,46.9%,2.5%,213,"77,738"
21,KAY/O,0.87,13.3,15.3,7.9,46.0%,1.9%,195,"58,838"
22,Harbor,0.88,13.3,15,5.3,45.5%,0.6%,190,"17,958"
