,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Deadlock,0.78,11,14.1,3.8,51.2%,2.1%,164,"5,022"
1,Cypher,0.81,11.2,13.9,4.6,50.8%,5.2%,164,"12,696"
2,Raze,0.85,12.4,14.6,4.2,50.7%,6.7%,189,"16,291"
3,Reyna,0.92,13.4,14.6,4,50.3%,10.7%,198,"26,032"
4,Sage,0.69,9.9,14.3,5.4,50.2%,12.3%,147,"30,096"
5,Brimstone,0.81,11.4,14.2,5.4,49.9%,3.8%,172,"9,311"
6,Killjoy,0.75,10.4,13.8,3.6,49.7%,3.2%,158,"7,722"
7,Gekko,0.71,10.4,14.7,4.3,49.3%,5.6%,154,"13,654"
8,Jett,0.86,12.4,14.5,3.3,49.2%,5.3%,185,"13,017"
9,Omen,0.79,11.4,14.5,4.1,49.0%,6.9%,169,"16,884"
10,Chamber,0.83,11.8,14.1,3.5,48.9%,2.0%,172,"4,932"
11,Viper,0.72,10.5,14.5,4.3,48.8%,3.1%,157,"7,447"
12,Skye,0.73,10.5,14.5,5.8,48.5%,4.4%,158,"10,716"
13,Sova,0.75,10.7,14.3,4.2,48.3%,3.9%,161,"9,416"
14,Phoenix,0.84,12,14.3,3.9,48.1%,4.8%,181,"11,818"
15,Fade,0.7,10.3,14.6,5.5,48.0%,3.2%,155,"7,926"
16,Yoru,0.79,11.6,14.7,3.7,47.8%,5.4%,170,"13,132"
17,Iso,0.78,11.7,15,3.7,47.3%,2.5%,176,"6,169"
18,Harbor,0.7,10.4,14.8,4.6,47.2%,0.8%,154,"1,942"
19,KAY/O,0.69,10.3,14.9,6.7,47.1%,2.2%,158,"5,469"
20,Neon,0.78,11.6,15,3.7,47.0%,4.2%,174,"10,160"
21,Breach,0.78,11.2,14.4,4.5,46.8%,1.2%,168,"2,941"
22,Astra,0.85,11.5,13.6,3.9,45.1%,0.5%,170,"1,141"
