,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Outlaw,0.5,11.8%,81.2%,7.0%,128.2
1,Operator,0.7,9.4%,84.8%,5.8%,118.6
2,Vandal,0.7,12.9%,74.1%,13.0%,113.6
3,Guardian,0.6,12.0%,76.2%,11.7%,113.3
4,Phantom,0.7,11.2%,73.4%,15.4%,106.3
5,Odin,0.8,7.7%,66.3%,26.0%,101
6,Marshal,0.4,18.5%,75.0%,6.5%,92.4
7,Bulldog,0.6,10.5%,75.2%,14.3%,92
8,Ares,0.6,9.3%,69.5%,21.1%,89.5
9,Sheriff,0.5,17.6%,73.5%,8.8%,84.5
10,Spectre,0.5,10.1%,74.0%,15.8%,83.6
11,Judge,0.5,10.0%,71.7%,18.3%,77.5
12,Ghost,0.6,13.1%,75.6%,11.3%,74
13,Stinger,0.4,13.2%,72.3%,14.5%,68.2
14,Bucky,0.4,11.5%,73.9%,14.6%,67.2
15,Frenzy,0.5,12.3%,73.9%,13.8%,58.9
16,Classic,0.4,11.4%,76.4%,12.2%,58
17,Shorty,0.4,12.0%,72.0%,16.0%,51.8
