,Weapon Name,Kills Per Match,Headshot,Bodyshot,Legshot,Damage Per Round
0,Operator,0.9,10.3%,85.7%,3.9%,132.4
1,Outlaw,0.7,14.1%,82.0%,3.9%,129
2,Vandal,0.8,22.9%,71.4%,5.7%,123.8
3,Guardian,0.7,26.3%,69.4%,4.3%,115.2
4,Phantom,0.8,19.6%,73.5%,6.9%,115
5,Odin,0.8,11.0%,71.4%,17.6%,101.8
6,Marshal,0.5,25.6%,71.0%,3.4%,98.6
7,Sheriff,0.5,28.1%,68.2%,3.7%,94.8
8,Bulldog,0.7,19.0%,74.1%,6.9%,91.6
9,Judge,0.6,12.8%,75.0%,12.1%,83.5
10,Spectre,0.7,15.4%,75.5%,9.1%,81.6
11,Ares,0.6,13.4%,71.7%,14.9%,81.3
12,Stinger,0.5,17.1%,74.9%,8.0%,78.3
13,Ghost,0.8,24.7%,70.6%,4.7%,77
14,Bucky,0.5,15.2%,76.7%,8.1%,73.2
15,Shorty,0.5,15.5%,75.1%,9.3%,69.1
16,Classic,0.4,21.0%,73.4%,5.6%,66.9
17,Frenzy,0.5,18.6%,73.5%,7.9%,61.3
