,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,10.4,52.6%,3.5%,206,"54,839"
1,Phoenix,1.1,17.3,15.7,4.9,51.5%,3.7%,240,"58,743"
2,Sage,0.95,14.2,14.9,7,50.8%,3.3%,195,"51,535"
3,Cypher,1.02,14.8,14.5,5,50.7%,6.0%,198,"95,261"
4,Sova,1.02,14.8,14.6,6,50.5%,12.6%,206,"198,469"
5,Deadlock,1.02,15.3,15,4.2,50.4%,0.9%,204,"14,309"
6,Reyna,1.11,17.5,15.8,4.4,50.0%,10.9%,238,"171,672"
7,Astra,1.03,15.3,14.8,7.8,49.7%,1.6%,208,"24,631"
8,Jett,1.07,17.3,16.2,3.4,49.3%,15.8%,236,"250,361"
9,Fade,0.97,14.5,15,6.8,49.2%,1.1%,199,"16,853"
10,Killjoy,1.01,14.6,14.5,3.4,48.8%,9.0%,200,"142,121"
11,Omen,0.98,14.7,15.1,8.4,48.7%,14.1%,201,"222,332"
12,Raze,1.01,16.3,16.2,4.6,48.4%,3.9%,231,"61,369"
13,Chamber,1.08,16.5,15.2,3,48.4%,2.9%,220,"46,208"
14,Skye,0.94,14.5,15.3,7.4,48.3%,2.3%,199,"36,442"
15,Breach,0.93,14.5,15.5,7.2,47.7%,1.1%,199,"17,796"
16,Yoru,1.02,16.1,15.8,4.4,47.6%,1.0%,221,"15,586"
17,Gekko,0.92,14,15.2,5.2,47.5%,0.9%,191,"14,435"
18,Viper,0.99,14.8,14.8,5.7,47.2%,0.3%,206,"4,851"
19,Neon,0.95,15.8,16.6,4.4,45.3%,0.5%,219,"8,497"
20,KAY/O,0.92,14.4,15.6,9.5,45.3%,3.8%,203,"59,381"
21,Iso,1,16.3,16.3,4.2,44.8%,0.9%,225,"13,613"
22,Harbor,0.92,14.1,15.3,6.5,42.9%,0.1%,194,"1,664"
