,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.95,14,14.7,8.2,51.3%,4.7%,204,"143,035"
1,Phoenix,1.08,16.2,15,4.7,50.7%,3.7%,234,"113,245"
2,Sova,0.97,14,14.3,5.5,50.6%,6.0%,201,"183,980"
3,Killjoy,0.99,13.9,14,4,50.5%,7.5%,199,"229,734"
4,Reyna,1.13,17.1,15.2,4.6,50.5%,12.0%,244,"367,195"
5,Cypher,0.99,13.9,14.1,5.1,50.2%,6.2%,195,"190,342"
6,Sage,0.89,13,14.5,6.9,50.1%,8.9%,185,"272,093"
7,Jett,1.08,16.6,15.4,3.7,50.1%,7.5%,235,"230,872"
8,Raze,1.01,15.6,15.5,4.8,49.8%,5.5%,230,"166,764"
9,Deadlock,0.96,14.1,14.6,4.2,49.7%,1.5%,199,"44,802"
10,Astra,1.01,14.6,14.5,6.1,49.5%,0.9%,205,"28,081"
11,Omen,0.97,14.4,14.8,6.3,49.3%,10.7%,203,"326,502"
12,Fade,0.91,13.4,14.8,6.2,49.3%,2.0%,192,"60,498"
13,Breach,0.93,14.1,15.2,6,49.0%,1.9%,201,"57,097"
14,Viper,0.96,13.9,14.5,5.3,48.8%,1.8%,200,"55,254"
15,Skye,0.9,13.4,14.8,7.4,48.8%,4.2%,192,"128,153"
16,Chamber,1.06,15.6,14.7,3.5,48.7%,2.6%,218,"79,230"
17,Gekko,0.88,13.2,14.9,4.9,48.3%,3.2%,187,"97,493"
18,Neon,0.97,15.3,15.8,4.3,47.5%,2.1%,221,"65,555"
19,Yoru,0.98,14.9,15.3,4.3,46.7%,2.1%,212,"63,878"
20,KAY/O,0.87,13.2,15.2,8.1,46.3%,2.7%,193,"82,036"
21,Iso,0.98,15.4,15.7,4.3,46.2%,1.9%,223,"56,608"
22,Harbor,0.89,13.3,15,5.7,45.9%,0.6%,191,"16,829"
