,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.4,14.9,10,51.8%,4.0%,206,"79,092"
1,Phoenix,1.11,17.4,15.6,4.9,51.2%,3.9%,243,"76,884"
2,Deadlock,1.02,15.2,14.9,4.2,50.9%,1.0%,204,"19,216"
3,Cypher,1.01,14.7,14.5,5,50.5%,5.8%,198,"114,643"
4,Sova,1.02,14.9,14.5,5.9,50.4%,10.7%,207,"211,956"
5,Reyna,1.12,17.6,15.7,4.4,50.3%,11.3%,242,"223,073"
6,Sage,0.93,13.9,14.9,7,50.1%,4.3%,193,"85,440"
7,Astra,1.04,15.3,14.8,7.5,49.3%,1.5%,209,"30,452"
8,Jett,1.08,17.4,16,3.5,49.3%,14.4%,238,"284,923"
9,Killjoy,1,14.5,14.4,3.5,49.2%,8.7%,199,"170,880"
10,Fade,0.96,14.4,15.1,6.6,49.1%,1.2%,199,"24,399"
11,Omen,0.98,14.8,15.1,8,48.8%,13.3%,203,"261,729"
12,Viper,1,14.7,14.7,5.7,48.8%,0.5%,204,"9,760"
13,Raze,1.02,16.3,16.1,4.6,48.5%,4.3%,233,"85,730"
14,Chamber,1.09,16.5,15.1,3,48.5%,3.1%,221,"60,808"
15,Skye,0.94,14.4,15.3,7.4,48.2%,2.7%,199,"53,984"
16,Breach,0.94,14.5,15.5,7,47.1%,1.4%,201,"27,103"
17,Gekko,0.91,13.8,15.2,5.1,47.0%,1.2%,189,"24,331"
18,Yoru,1.02,16.1,15.8,4.3,46.6%,1.1%,221,"21,210"
19,Neon,0.96,15.8,16.4,4.3,46.3%,0.7%,221,"13,839"
20,KAY/O,0.92,14.3,15.5,9.2,45.4%,3.5%,202,"68,874"
21,Iso,1,16.3,16.3,4.2,44.6%,1.1%,227,"21,803"
22,Harbor,0.92,14.1,15.4,6.3,44.1%,0.2%,194,"2,982"
