,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.5,14.9,10.6,52.3%,3.1%,206,"41,622"
1,Deadlock,1.03,15.4,14.9,4.3,52.0%,0.9%,212,"11,792"
2,Phoenix,1.1,17.3,15.7,4.9,51.5%,3.8%,240,"49,776"
3,Sage,0.96,14.3,14.9,7,51.3%,2.7%,197,"36,398"
4,Cypher,1.02,14.8,14.6,5,50.3%,6.1%,198,"80,847"
5,Sova,1.02,14.8,14.6,6.1,50.1%,13.3%,206,"175,863"
6,Reyna,1.1,17.4,15.9,4.4,49.9%,10.9%,237,"144,781"
7,Astra,1.04,15.5,14.8,7.9,49.5%,1.6%,209,"20,697"
8,Jett,1.07,17.3,16.2,3.4,49.2%,16.7%,236,"221,143"
9,Omen,0.98,14.8,15.1,8.5,49.0%,14.4%,201,"190,962"
10,Killjoy,1.01,14.8,14.6,3.4,48.9%,9.1%,201,"120,863"
11,Raze,1.01,16.3,16.2,4.6,48.5%,3.6%,230,"47,361"
12,Fade,0.97,14.5,15,6.8,48.5%,1.0%,199,"12,871"
13,Skye,0.94,14.5,15.4,7.3,48.4%,2.0%,199,"26,038"
14,Neon,0.96,15.9,16.5,4.4,48.4%,0.5%,219,"6,395"
15,Chamber,1.08,16.5,15.2,2.9,48.1%,2.8%,220,"36,961"
16,Yoru,1.02,16.3,15.9,4.4,48.1%,1.0%,222,"12,926"
17,Breach,0.94,14.6,15.5,7.4,48.0%,1.0%,200,"12,776"
18,Viper,1,14.8,14.9,5.8,47.8%,0.2%,205,"3,228"
19,Gekko,0.92,14.1,15.2,5.2,46.7%,0.8%,191,"10,292"
20,Iso,1.01,16.4,16.3,4.2,45.0%,0.8%,227,"10,100"
21,Harbor,0.95,14.6,15.4,6.5,45.0%,0.1%,199,"1,294"
22,KAY/O,0.93,14.5,15.6,9.6,44.8%,3.7%,204,"48,732"
