,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.91,12.6,13.8,4.2,51.4%,5.4%,186,"91,622"
1,Brimstone,0.88,12.8,14.5,7.1,50.5%,4.0%,190,"67,326"
2,Sova,0.87,12.5,14.4,5.2,49.7%,5.3%,184,"89,182"
3,Cypher,0.9,12.7,14,5.1,49.7%,5.7%,180,"96,021"
4,Reyna,1.01,15.2,15,4.6,49.6%,10.8%,221,"181,519"
5,Raze,0.92,14,15.1,4.9,49.6%,5.8%,211,"97,635"
6,Sage,0.8,11.5,14.4,6.6,49.5%,11.5%,168,"193,348"
7,Astra,0.91,13,14.3,5.4,49.3%,0.6%,187,"10,694"
8,Breach,0.87,13,15,5.7,49.1%,1.6%,189,"26,640"
9,Deadlock,0.86,12.6,14.6,4.2,49.0%,1.8%,180,"30,624"
10,Omen,0.89,13.1,14.8,5.4,48.9%,8.9%,188,"149,914"
11,Jett,0.96,14.5,15.2,3.8,48.9%,5.4%,210,"91,404"
12,Phoenix,0.95,14.1,14.9,4.5,48.6%,4.1%,207,"69,108"
13,Viper,0.86,12.5,14.5,5,48.5%,2.3%,183,"39,026"
14,Fade,0.8,11.8,14.8,6.1,48.3%,2.8%,173,"47,785"
15,Skye,0.81,11.9,14.7,7.2,48.2%,4.7%,175,"78,918"
16,Gekko,0.79,11.8,14.9,4.8,47.9%,4.7%,171,"79,189"
17,Chamber,0.94,13.8,14.6,3.7,47.8%,2.2%,197,"37,825"
18,Neon,0.87,13.5,15.6,4.2,47.5%,3.1%,197,"52,567"
19,Yoru,0.88,13.3,15.1,4.2,46.7%,3.5%,191,"58,731"
20,KAY/O,0.78,11.7,15,7.6,46.6%,2.6%,176,"43,135"
21,Iso,0.87,13.5,15.6,4.3,46.5%,2.2%,200,"36,379"
22,Harbor,0.81,12,14.9,5.3,46.2%,0.7%,175,"12,550"
