,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Harbor,1.25,10,8,3.8,100.0%,0.0%,132,5
1,Breach,1.12,16,14.3,9.6,80.0%,0.1%,209,15
2,Neon,1.26,21.5,17,5,66.7%,0.0%,270,6
3,Astra,1.16,16.4,14.1,8.1,56.1%,0.7%,218,205
4,Deadlock,1.11,16.8,15.2,4.6,55.0%,1.2%,215,371
5,Cypher,1.09,15.9,14.6,4.9,54.3%,3.6%,208,"1,076"
6,Chamber,1.11,17,15.3,2.8,54.2%,1.1%,224,319
7,Phoenix,1.09,17.4,16,5,52.3%,2.6%,237,784
8,Omen,1.03,15.4,15,9.3,51.7%,15.9%,205,"4,748"
9,Yoru,1.06,17.1,16.2,4.6,51.2%,1.2%,232,369
10,Fade,1.12,17.1,15.3,8.5,51.2%,0.6%,228,166
11,Killjoy,1.1,16.3,14.8,3.1,50.9%,13.8%,215,"4,110"
12,Jett,1.11,18.2,16.3,3.2,50.9%,22.8%,242,"6,814"
13,Reyna,1.13,18.1,16,4.5,50.4%,10.9%,241,"3,265"
14,Brimstone,0.79,12.8,16.2,11.4,50.0%,0.1%,180,26
15,Sova,1.07,15.5,14.5,6.1,49.6%,17.8%,213,"5,333"
16,Raze,1.04,17.1,16.4,4.5,48.4%,1.4%,235,419
17,KAY/O,0.96,15,15.7,10.3,45.7%,5.8%,210,"1,726"
18,Iso,1.11,18.1,16.3,4.7,36.6%,0.1%,235,41
19,Skye,0.93,14.8,15.8,7.6,36.0%,0.2%,201,50
20,Sage,0.94,15.1,16.1,6.5,29.6%,0.1%,192,27
21,Gekko,0.57,8.7,15.3,3.1,10.0%,0.0%,138,10
