,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Phoenix,1.11,17.1,15.4,4.7,51.3%,3.8%,241,"133,350"
1,Brimstone,0.95,14.2,14.8,9,51.2%,4.6%,204,"164,832"
2,Sova,1,14.5,14.4,5.6,50.3%,7.9%,205,"280,764"
3,Reyna,1.13,17.5,15.6,4.5,49.9%,11.9%,244,"422,393"
4,Sage,0.9,13.3,14.8,6.9,49.8%,6.7%,187,"237,772"
5,Astra,1.03,15,14.6,6.7,49.7%,1.2%,207,"44,399"
6,Cypher,0.99,14.2,14.4,5,49.6%,5.8%,195,"207,519"
7,Deadlock,0.99,14.6,14.8,4.2,49.6%,1.2%,200,"41,502"
8,Jett,1.09,17.1,15.8,3.6,49.4%,10.8%,238,"383,474"
9,Killjoy,0.99,14.1,14.3,3.7,49.2%,8.3%,197,"294,640"
10,Fade,0.93,13.9,15,6.3,48.9%,1.5%,195,"54,965"
11,Omen,0.97,14.6,15,7.1,48.7%,12.0%,203,"424,643"
12,Raze,1.01,16,15.8,4.7,48.6%,5.1%,232,"182,251"
13,Chamber,1.08,16.1,14.9,3.2,48.5%,2.9%,220,"104,269"
14,Breach,0.93,14.3,15.4,6.4,48.4%,1.8%,201,"63,567"
15,Skye,0.92,13.9,15.1,7.3,48.2%,3.5%,195,"124,216"
16,Gekko,0.9,13.5,15.1,5,47.9%,2.1%,189,"74,109"
17,Viper,0.96,14.2,14.7,5.4,47.9%,1.1%,200,"40,396"
18,Neon,0.96,15.6,16.3,4.2,47.0%,1.3%,221,"46,215"
19,Yoru,1,15.5,15.6,4.2,46.0%,1.4%,217,"51,195"
20,Iso,0.99,16,16.1,4.2,45.9%,1.5%,226,"54,785"
21,KAY/O,0.89,13.7,15.4,8.6,45.5%,3.1%,197,"110,054"
22,Harbor,0.91,13.8,15.2,5.9,43.8%,0.3%,194,"10,968"
