,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.96,14.1,14.7,8.4,51.1%,4.8%,205,"174,519"
1,Phoenix,1.1,16.6,15.1,4.7,50.6%,3.7%,238,"135,160"
2,Sova,0.99,14.1,14.3,5.5,50.4%,6.5%,203,"237,791"
3,Reyna,1.14,17.4,15.3,4.5,50.2%,12.1%,246,"441,150"
4,Killjoy,0.99,14,14.1,3.9,50.0%,7.7%,198,"283,062"
5,Cypher,0.99,14,14.2,5.1,49.8%,6.0%,195,"219,513"
6,Jett,1.09,16.9,15.5,3.7,49.8%,8.5%,238,"309,646"
7,Sage,0.89,13,14.6,6.9,49.7%,8.3%,186,"302,974"
8,Astra,1.02,14.8,14.5,6.3,49.6%,1.0%,207,"36,964"
9,Raze,1.02,15.8,15.6,4.8,49.3%,5.4%,232,"198,725"
10,Deadlock,0.97,14.2,14.7,4.2,49.1%,1.4%,198,"49,459"
11,Omen,0.97,14.5,14.9,6.5,49.0%,11.0%,204,"400,482"
12,Fade,0.91,13.5,14.9,6.2,48.8%,1.9%,193,"67,732"
13,Breach,0.93,14.1,15.2,6.1,48.4%,1.9%,201,"68,098"
14,Chamber,1.07,15.8,14.7,3.4,48.3%,2.7%,220,"99,139"
15,Gekko,0.88,13.3,15,4.9,48.2%,2.8%,188,"101,912"
16,Skye,0.9,13.5,14.9,7.4,48.1%,4.0%,193,"146,415"
17,Viper,0.96,14.1,14.6,5.3,47.9%,1.6%,201,"58,537"
18,Neon,0.97,15.5,16,4.3,47.4%,1.9%,222,"68,569"
19,Yoru,0.99,15.2,15.3,4.2,46.4%,1.9%,215,"67,834"
20,Iso,0.99,15.6,15.9,4.3,46.0%,1.8%,225,"66,610"
21,KAY/O,0.87,13.4,15.3,8.2,45.9%,2.8%,194,"103,660"
22,Harbor,0.9,13.6,15.1,5.8,45.4%,0.5%,192,"17,256"
