,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.96,14.4,14.9,9.7,51.9%,4.2%,205,"91,512"
1,Phoenix,1.11,17.4,15.6,4.8,51.3%,3.9%,243,"84,785"
2,Sova,1.02,14.8,14.5,5.9,50.3%,10.1%,207,"219,124"
3,Cypher,1.01,14.6,14.4,5,50.1%,5.8%,197,"125,782"
4,Reyna,1.12,17.6,15.7,4.4,50.1%,11.4%,242,"247,073"
5,Sage,0.93,13.8,14.9,7,49.9%,4.8%,191,"104,591"
6,Astra,1.03,15.2,14.8,7.3,49.7%,1.5%,208,"32,441"
7,Deadlock,1.02,15.1,14.9,4.2,49.7%,1.0%,203,"21,877"
8,Jett,1.08,17.3,16,3.5,49.4%,13.7%,238,"297,894"
9,Killjoy,1,14.4,14.4,3.5,49.2%,8.6%,198,"187,201"
10,Fade,0.95,14.3,15,6.5,49.0%,1.3%,198,"27,917"
11,Omen,0.98,14.8,15.1,7.8,48.9%,13.0%,203,"281,580"
12,Skye,0.94,14.3,15.2,7.4,48.7%,2.9%,198,"63,018"
13,Chamber,1.09,16.4,15.1,3.1,48.5%,3.1%,221,"68,189"
14,Raze,1.01,16.3,16.1,4.6,48.3%,4.5%,232,"98,412"
15,Gekko,0.91,13.9,15.2,5.1,48.2%,1.4%,191,"30,573"
16,Viper,0.98,14.6,14.8,5.6,47.9%,0.6%,203,"13,247"
17,Breach,0.93,14.5,15.5,6.9,47.8%,1.5%,200,"32,825"
18,Yoru,1.01,16,15.7,4.4,47.0%,1.1%,220,"24,738"
19,Neon,0.96,15.8,16.4,4.3,46.4%,0.8%,221,"16,926"
20,KAY/O,0.92,14.2,15.5,9.1,45.5%,3.4%,201,"74,754"
21,Harbor,0.92,13.9,15.2,6.1,45.2%,0.2%,194,"3,722"
22,Iso,1,16.2,16.3,4.2,44.9%,1.2%,227,"25,688"
