,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.99,14.7,14.9,11.1,53.7%,2.3%,208,"16,246"
1,Sage,0.99,14.8,14.9,6.9,51.8%,1.8%,202,"12,845"
2,Phoenix,1.1,17.3,15.8,4.9,51.2%,3.8%,239,"26,809"
3,Cypher,1.03,15,14.6,5,50.9%,6.2%,199,"44,087"
4,Fade,0.98,14.8,15,7.1,50.5%,0.8%,200,"5,698"
5,Astra,1.05,15.5,14.8,8.3,50.2%,1.5%,209,"10,533"
6,Deadlock,1.04,15.5,15,4.4,50.2%,0.8%,206,"5,999"
7,Sova,1.02,14.9,14.6,6.2,49.9%,14.8%,206,"105,423"
8,Reyna,1.1,17.4,15.9,4.4,49.8%,11.4%,236,"80,796"
9,Skye,0.96,14.8,15.4,7.3,49.3%,1.3%,202,"9,478"
10,Jett,1.07,17.4,16.2,3.3,49.2%,18.6%,235,"132,239"
11,Killjoy,1.03,15,14.6,3.4,48.8%,9.4%,203,"67,036"
12,Omen,0.99,14.9,15.1,8.9,48.8%,14.8%,202,"104,855"
13,Raze,1.01,16.4,16.3,4.5,48.7%,2.9%,231,"20,940"
14,Gekko,0.93,14.2,15.2,5.3,48.7%,0.5%,192,"3,782"
15,Viper,1.03,15.4,15,5.7,48.2%,0.2%,210,"1,219"
16,Chamber,1.09,16.7,15.3,2.8,48.0%,2.3%,221,"16,319"
17,Yoru,1.02,16.3,16,4.6,48.0%,1.0%,221,"7,115"
18,Breach,0.95,14.6,15.5,7.7,46.9%,0.7%,200,"4,720"
19,Neon,0.94,15.7,16.7,4.3,46.1%,0.4%,216,"2,849"
20,KAY/O,0.94,14.7,15.7,9.9,45.0%,3.7%,205,"26,238"
21,Harbor,0.97,14.6,15,6.9,45.0%,0.1%,202,476
22,Iso,1,16.4,16.4,4.2,44.5%,0.6%,225,"4,406"
