,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.96,14.4,15,10.2,52.1%,3.8%,205,"67,070"
1,Phoenix,1.1,17.3,15.7,4.9,51.4%,3.8%,241,"67,414"
2,Cypher,1.01,14.6,14.5,5,50.2%,6.0%,197,"106,001"
3,Sova,1.02,14.8,14.5,6,50.1%,11.7%,206,"207,607"
4,Sage,0.93,13.9,14.9,7,50.0%,3.8%,193,"68,339"
5,Deadlock,1.02,15.2,15,4.2,49.9%,0.9%,203,"16,831"
6,Astra,1.03,15.4,14.9,7.6,49.6%,1.6%,208,"27,652"
7,Reyna,1.1,17.4,15.8,4.4,49.5%,11.0%,238,"195,243"
8,Jett,1.07,17.3,16.1,3.4,49.0%,15.0%,236,"267,240"
9,Killjoy,1,14.5,14.5,3.5,48.9%,8.8%,198,"156,859"
10,Omen,0.98,14.7,15.1,8.1,48.7%,13.7%,201,"244,256"
11,Raze,1.01,16.3,16.1,4.6,48.6%,4.1%,231,"73,466"
12,Skye,0.94,14.4,15.3,7.4,48.5%,2.6%,198,"45,511"
13,Fade,0.95,14.3,15,6.6,48.4%,1.2%,197,"20,707"
14,Chamber,1.07,16.3,15.2,3,48.0%,3.1%,219,"54,332"
15,Viper,0.97,14.6,15,5.7,47.6%,0.4%,202,"6,945"
16,Gekko,0.91,13.9,15.2,5.1,47.5%,1.1%,189,"19,311"
17,Breach,0.93,14.4,15.5,7.1,47.5%,1.2%,199,"22,130"
18,Yoru,1.01,16,15.8,4.4,47.1%,1.0%,219,"18,090"
19,Neon,0.95,15.9,16.6,4.3,46.4%,0.6%,219,"10,869"
20,KAY/O,0.92,14.3,15.6,9.3,45.0%,3.7%,202,"65,017"
21,Iso,0.99,16.2,16.3,4.2,44.7%,1.0%,224,"17,163"
22,Harbor,0.9,13.9,15.5,6.3,41.5%,0.1%,193,"2,208"
