,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Brimstone,0.97,14.4,14.9,9.3,51.5%,4.5%,206,"127,729"
1,Phoenix,1.13,17.5,15.5,4.8,51.4%,3.9%,245,"111,348"
2,Sova,1.03,14.8,14.4,5.8,50.6%,8.9%,208,"253,968"
3,Reyna,1.13,17.7,15.6,4.5,50.3%,12.0%,245,"342,929"
4,Sage,0.93,13.7,14.8,7,50.2%,5.7%,191,"163,077"
5,Cypher,1.01,14.6,14.4,5,50.2%,5.7%,198,"163,779"
6,Deadlock,1.01,15,14.8,4.2,50.1%,1.1%,203,"31,130"
7,Astra,1.04,15.3,14.7,7,50.1%,1.4%,210,"38,861"
8,Jett,1.1,17.4,15.9,3.5,49.7%,12.5%,241,"358,271"
9,Killjoy,1,14.4,14.3,3.6,49.3%,8.4%,199,"240,694"
10,Fade,0.95,14.3,15,6.4,49.2%,1.4%,199,"40,195"
11,Omen,0.99,14.9,15,7.4,49.1%,12.4%,205,"354,857"
12,Raze,1.03,16.3,15.9,4.6,49.0%,4.9%,234,"140,131"
13,Chamber,1.1,16.5,15,3.1,48.8%,3.1%,223,"88,713"
14,Skye,0.94,14.3,15.1,7.4,48.7%,3.1%,199,"88,727"
15,Breach,0.94,14.5,15.4,6.6,48.5%,1.7%,202,"47,693"
16,Viper,0.99,14.4,14.7,5.4,48.3%,0.8%,203,"24,325"
17,Gekko,0.92,13.9,15.1,5,47.9%,1.7%,192,"49,062"
18,Yoru,1.02,15.9,15.7,4.3,46.7%,1.3%,221,"36,722"
19,Neon,0.97,15.8,16.3,4.2,46.3%,1.0%,222,"29,592"
20,KAY/O,0.91,14.1,15.5,8.8,45.7%,3.2%,201,"91,715"
21,Iso,1.01,16.3,16.2,4.2,45.4%,1.4%,229,"39,179"
22,Harbor,0.93,14.1,15.3,6,44.8%,0.2%,196,"6,476"
