,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Harbor,1,13,13,8,100.0%,0.0%,198,1
1,Viper,1.23,16.8,13.6,5.6,62.8%,0.0%,229,43
2,Sage,1.06,15.6,14.6,6.8,58.3%,0.5%,211,506
3,Brimstone,1.02,15,14.8,11.7,57.0%,0.8%,210,719
4,Iso,1.1,17.5,15.9,4.3,55.6%,0.4%,236,412
5,Phoenix,1.1,17.3,15.8,5,54.3%,3.3%,236,"3,011"
6,Fade,1.02,14.9,14.6,7.2,54.1%,0.6%,202,519
7,Neon,0.97,16,16.6,4.5,53.8%,0.3%,214,238
8,Astra,1.07,15.9,14.8,8.6,53.1%,0.9%,211,860
9,Skye,0.99,15.1,15.2,7.1,52.5%,0.4%,205,379
10,Reyna,1.1,17.4,15.8,4.3,51.9%,11.9%,234,"11,004"
11,Gekko,0.96,14.3,14.8,5.2,50.9%,0.3%,193,291
12,Cypher,1.04,15.3,14.7,4.9,50.6%,4.8%,201,"4,473"
13,Jett,1.08,17.5,16.3,3.2,50.4%,20.5%,235,"18,975"
14,Killjoy,1.06,15.6,14.7,3.2,50.3%,12.2%,208,"11,300"
15,Deadlock,1.04,15.8,15.1,4.5,50.1%,0.7%,206,693
16,Sova,1.03,14.9,14.5,6.2,50.0%,17.6%,206,"16,287"
17,Raze,1.04,16.8,16.2,4.6,50.0%,1.7%,232,"1,559"
18,Chamber,1.11,16.7,15.1,2.6,49.3%,1.0%,220,962
19,Omen,0.99,14.8,15,9.2,48.7%,16.6%,200,"15,354"
20,Yoru,1.06,17,16,4.8,48.6%,0.8%,228,725
21,Breach,0.98,15.1,15.3,8.3,46.5%,0.3%,206,256
22,KAY/O,0.92,14.3,15.6,10.5,43.8%,4.3%,202,"3,952"
