,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Killjoy,0.86,11.8,13.7,4.1,51.6%,4.6%,177,"33,177"
1,Brimstone,0.84,12.1,14.4,6.6,50.5%,3.6%,182,"26,124"
2,Cypher,0.86,12,13.9,5,50.3%,5.3%,172,"37,808"
3,Sage,0.75,10.7,14.3,6.2,49.9%,12.2%,158,"88,073"
4,Sova,0.83,11.8,14.2,5,49.7%,5.0%,176,"36,098"
5,Breach,0.83,12.3,14.8,5.4,49.7%,1.4%,181,"10,188"
6,Raze,0.88,13.2,14.9,4.8,49.5%,6.0%,201,"43,263"
7,Skye,0.77,11.1,14.6,6.9,49.3%,4.5%,166,"32,442"
8,Reyna,0.96,14.3,14.9,4.5,49.2%,10.6%,209,"76,142"
9,Deadlock,0.81,11.8,14.5,4.1,49.0%,1.9%,170,"13,954"
10,Omen,0.84,12.4,14.7,5,48.9%,8.2%,179,"59,163"
11,Jett,0.91,13.7,15,3.7,48.7%,5.3%,201,"38,181"
12,Phoenix,0.9,13.1,14.6,4.4,48.6%,4.4%,196,"31,438"
13,Fade,0.75,11,14.6,6,48.5%,3.1%,164,"22,048"
14,Viper,0.8,11.5,14.5,4.8,48.4%,2.5%,171,"18,100"
15,Gekko,0.75,11.1,14.8,4.6,48.3%,5.2%,162,"37,587"
16,Astra,0.87,12.3,14.1,4.9,48.2%,0.5%,179,"3,812"
17,Chamber,0.89,12.9,14.5,3.7,48.1%,2.1%,187,"15,000"
18,Neon,0.82,12.6,15.4,4,47.3%,3.6%,186,"25,864"
19,KAY/O,0.74,11,14.9,7.4,47.1%,2.5%,168,"17,811"
20,Iso,0.83,12.7,15.4,4.2,47.0%,2.3%,190,"16,449"
21,Harbor,0.76,11.2,14.9,5.1,46.6%,0.8%,166,"5,707"
22,Yoru,0.83,12.4,14.9,4,46.3%,4.3%,181,"31,146"
