,Agent Name,KD,Kills,Deaths,Assists,Win Rate,Pick Rate,ACS,Num Matches
0,Fade,1.01,15.1,14.9,7.4,52.8%,0.6%,203,"1,423"
1,Brimstone,0.97,14.4,14.9,11.5,52.3%,1.6%,205,"3,836"
2,Phoenix,1.09,17.2,15.8,4.9,51.8%,3.5%,236,"8,369"
3,Sage,1,14.9,14.9,6.9,50.7%,1.1%,203,"2,710"
4,Cypher,1.02,14.9,14.6,5,50.4%,5.9%,198,"14,106"
5,Sova,1.02,14.9,14.6,6.2,50.3%,16.0%,206,"38,409"
6,Reyna,1.09,17.3,15.9,4.3,50.1%,11.8%,234,"28,141"
7,Deadlock,1.02,15.4,15,4.2,49.8%,0.8%,204,"1,816"
8,Raze,1.01,16.5,16.3,4.5,49.1%,2.3%,230,"5,558"
9,Astra,1.03,15.3,14.9,8.5,49.1%,1.2%,207,"2,981"
10,Omen,0.98,14.8,15,9.1,49.0%,15.6%,200,"37,471"
11,Jett,1.06,17.2,16.3,3.2,49.0%,20.0%,232,"47,830"
12,Killjoy,1.04,15.2,14.6,3.3,48.9%,10.4%,205,"24,855"
13,Viper,1.01,15.3,15.2,6.2,48.2%,0.1%,211,278
14,Skye,0.99,15.3,15.5,7.4,48.2%,0.8%,207,"1,880"
15,Yoru,1,16.1,16.1,4.5,47.7%,1.0%,218,"2,367"
16,Chamber,1.11,16.9,15.3,2.7,47.4%,1.9%,223,"4,536"
17,Breach,0.94,14.4,15.4,7.9,46.9%,0.4%,198,"1,029"
18,Gekko,0.94,14.1,15,5.2,46.6%,0.4%,192,946
19,Neon,0.94,15.7,16.7,4.4,45.4%,0.3%,217,702
20,Iso,1.02,16.9,16.5,4.2,45.4%,0.5%,229,"1,149"
21,KAY/O,0.93,14.6,15.7,10.2,44.8%,3.8%,204,"9,022"
22,Harbor,0.96,15,15.5,7.2,38.3%,0.0%,200,81
